time;PV1;PV3;PV4;WP4;WP7;WP10;BM1;Hydro1;lv_rural1;lv_rural2;lv_rural3;lv_semiurb4;lv_semiurb5;lv_urban6
01.01.2016 10:30;0;0;0;0.985503;0.986894;0.910603;0.646078;0.994749;0;0;0;0;0;0
01.01.2016 10:45;0;0;0;0.983607;0.984914;0.905416;0.64583;0.995124;0;0;0;0;0;0
01.01.2016 11:00;0;0;0;0.98171;0.982933;0.900229;0.645583;0.995499;0;0;0;0;0;0
01.01.2016 11:15;0;0;0;0.969228;0.960135;0.88298;0.646883;0.995124;0;0;0;0;0;0
01.01.2016 11:30;0;0;0;0.956745;0.937336;0.865731;0.648183;0.995874;0;0;0;0;0;0
01.01.2016 11:45;0;0;0;0.944262;0.914537;0.848482;0.649483;0.995124;0;0;0;0;0;0
01.01.2016 12:00;0;0;0;0.93178;0.891739;0.831233;0.650783;0.995124;0;0;0;0;0;0
01.01.2016 12:15;0;0;0;0.909058;0.883453;0.813168;0.652493;0.994749;0;0;0;0;0;0
01.01.2016 12:30;0;0;0;0.886337;0.875167;0.795102;0.654203;0.995124;0;0;0;0;0;0
01.01.2016 12:45;0;0;0;0.863616;0.866882;0.777037;0.655913;0.994749;0;0;0;0;0;0
01.01.2016 13:00;0;0;0;0.840894;0.858596;0.758972;0.657623;0.994749;0;0;0;0;0;0
01.01.2016 13:15;0;0;0;0.820098;0.837825;0.734137;0.655334;0.995499;0;0;0;0;0;0
01.01.2016 13:30;0;0;0;0.799302;0.817054;0.709303;0.653045;0.995124;0;0;0;0;0;0
01.01.2016 13:45;0;0;0;0.778506;0.796283;0.684469;0.650756;0.995124;0;0;0;0;0;0
01.01.2016 14:00;0;0;0;0.75771;0.775513;0.659634;0.648467;0.994749;0;0;0;0;0;0
01.01.2016 14:15;0;0;0;0.744722;0.761001;0.65001;0.650573;0.995499;0;0;0;0;0;0
01.01.2016 14:30;0;0;0;0.731734;0.746489;0.640387;0.652678;0.995499;0;0;0;0;0;0
01.01.2016 14:45;0;0;0;0.718746;0.731978;0.630763;0.654784;0.995499;0;0;0;0;0;0
01.01.2016 15:00;0;0;0;0.705758;0.717466;0.621139;0.656889;0.995874;0;0;0;0;0;0
01.01.2016 15:15;0;0;0;0.679403;0.703253;0.599671;0.655518;0.995499;0;0;0;0;0;0
01.01.2016 15:30;0;0;0;0.653049;0.68904;0.578203;0.654147;0.995874;0;0;0;0;0;0
01.01.2016 15:45;0;0;0;0.626694;0.674826;0.556735;0.652776;0.995124;0;0;0;0;0;0
01.01.2016 16:00;0;0;0;0.60034;0.660613;0.535267;0.651405;0.995499;0;0;0;0;0;0
01.01.2016 16:15;0;0;0;0.580986;0.63955;0.52434;0.648935;0.995874;0;0;0;0;0;0
01.01.2016 16:30;0;0;0;0.561632;0.618486;0.513414;0.646465;0.995499;0;0;0;0;0;0
01.01.2016 16:45;0;0;0;0.542279;0.597423;0.502488;0.643996;0.995874;0;0;0;0;0;0
01.01.2016 17:00;0;0;0;0.522925;0.57636;0.491561;0.641526;0.996249;0;0;0;0;0;0
01.01.2016 17:15;0;0;0;0.50065;0.576681;0.4638;0.642223;0.995874;0;0;0;0;0;0
01.01.2016 17:30;0;0;0;0.478376;0.577001;0.436039;0.642919;0.995874;0;0;0;0;0;0
01.01.2016 17:45;0;0;0;0.456102;0.577322;0.408279;0.643616;0.995874;0;0;0;0;0;0
01.01.2016 18:00;0;0;0;0.433827;0.577643;0.380518;0.644313;0.995874;0;0;0;0;0;0
01.01.2016 18:15;0;0;0;0.424413;0.569047;0.393855;0.645429;0.996249;0;0;0;0;0;0
01.01.2016 18:30;0;0;0;0.414998;0.560451;0.407192;0.646545;0.996249;0;0;0;0;0;0
01.01.2016 18:45;0;0;0;0.405584;0.551855;0.42053;0.64766;0.995874;0;0;0;0;0;0
01.01.2016 19:00;0;0;0;0.396169;0.543259;0.433867;0.648776;0.995874;0;0;0;0;0;0
01.01.2016 19:15;0;0;0;0.376761;0.539072;0.417851;0.645384;0.995124;0;0;0;0;0;0
01.01.2016 19:30;0;0;0;0.357353;0.534884;0.401836;0.641991;0.995499;0;0;0;0;0;0
01.01.2016 19:45;0;0;0;0.337945;0.530696;0.38582;0.638598;0.995499;0;0;0;0;0;0
01.01.2016 20:00;0;0;0;0.318537;0.526508;0.369804;0.635205;0.995499;0;0;0;0;0;0
01.01.2016 20:15;0;0;0;0.325452;0.492577;0.360431;0.634361;0.995874;0;0;0;0;0;0
01.01.2016 20:30;0;0;0;0.332367;0.458646;0.351059;0.633516;0.995124;0;0;0;0;0;0
01.01.2016 20:45;0;0;0;0.339282;0.424715;0.341686;0.632672;0.995499;0;0;0;0;0;0
01.01.2016 21:00;0;0;0;0.346198;0.390784;0.332313;0.631827;0.995124;0;0;0;0;0;0
01.01.2016 21:15;0;0;0;0.339211;0.375005;0.321328;0.633729;0.995124;0;0;0;0;0;0
01.01.2016 21:30;0;0;0;0.332225;0.359226;0.310342;0.63563;0.995499;0;0;0;0;0;0
01.01.2016 21:45;0;0;0;0.325238;0.343447;0.299356;0.637532;0.995874;0;0;0;0;0;0
01.01.2016 22:00;0;0;0;0.318251;0.327668;0.28837;0.639434;0.995499;0;0;0;0;0;0
01.01.2016 22:15;0;0;0;0.317703;0.332484;0.286135;0.636533;0.995499;0;0;0;0;0;0
01.01.2016 22:30;0;0;0;0.317154;0.3373;0.2839;0.633632;0.995124;0;0;0;0;0;0
01.01.2016 22:45;0;0;0;0.316606;0.342116;0.281664;0.63073;0.995499;0;0;0;0;0;0
01.01.2016 23:00;0;0;0;0.316057;0.346932;0.279429;0.627829;0.995499;0;0;0;0;0;0
01.01.2016 23:15;0;0;0;0.311289;0.35094;0.284826;0.631601;0.995124;0;0;0;0;0;0
01.01.2016 23:30;0;0;0;0.30652;0.354947;0.290223;0.635372;0.995874;0;0;0;0;0;0
01.01.2016 23:45;0;0;0;0.301751;0.358955;0.295619;0.639144;0.995124;0;0;0;0;0;0
02.01.2016 00:00;0;0;0;0.296983;0.362962;0.301016;0.642915;0.995124;0;0;0;0;0;0
02.01.2016 00:15;0;0;0;0.299156;0.367662;0.294044;0.644032;0.995124;0;0;0;0;0;0
02.01.2016 00:30;0;0;0;0.301328;0.372363;0.287072;0.645148;0.995499;0;0;0;0;0;0
02.01.2016 00:45;0;0;0;0.303501;0.377063;0.2801;0.646264;0.995124;0;0;0;0;0;0
02.01.2016 01:00;0;0;0;0.305674;0.381763;0.273128;0.647381;0.995874;0;0;0;0;0;0
02.01.2016 01:15;0;0;0;0.305829;0.385197;0.277656;0.648994;0.995499;0;0;0;0;0;0
02.01.2016 01:30;0;0;0;0.305984;0.388632;0.282183;0.650607;0.995499;0;0;0;0;0;0
02.01.2016 01:45;0;0;0;0.306139;0.392067;0.286711;0.652221;0.995124;0;0;0;0;0;0
02.01.2016 02:00;0;0;0;0.306293;0.395501;0.291238;0.653834;0.995499;0;0;0;0;0;0
02.01.2016 02:15;0;0;0;0.30299;0.387423;0.292613;0.655258;0.995499;0;0;0;0;0;0
02.01.2016 02:30;0;0;0;0.299687;0.379345;0.293987;0.656682;0.995499;0;0;0;0;0;0
02.01.2016 02:45;0;0;0;0.296384;0.371267;0.295361;0.658106;0.995874;0;0;0;0;0;0
02.01.2016 03:00;0;0;0;0.293081;0.363189;0.296735;0.65953;0.995874;0;0;0;0;0;0
02.01.2016 03:15;0;0;0;0.299754;0.336972;0.300682;0.662322;0.995499;0;0;0;0;0;0
02.01.2016 03:30;0;0;0;0.306427;0.310754;0.304628;0.665114;0.995499;0;0;0;0;0;0
02.01.2016 03:45;0;0;0;0.3131;0.284537;0.308574;0.667906;0.995874;0;0;0;0;0;0
02.01.2016 04:00;0;0;0;0.319774;0.25832;0.31252;0.670698;0.995874;0;0;0;0;0;0
02.01.2016 04:15;0;0;0;0.335606;0.259343;0.304594;0.668348;0.995874;0;0;0;0;0;0
02.01.2016 04:30;0;0;0;0.351438;0.260366;0.296668;0.665998;0.995499;0;0;0;0;0;0
02.01.2016 04:45;0;0;0;0.367271;0.26139;0.288742;0.663648;0.995874;0;0;0;0;0;0
02.01.2016 05:00;0;0;0;0.383103;0.262413;0.280817;0.661298;0.995124;0;0;0;0;0;0
02.01.2016 05:15;0;0;0;0.368186;0.27811;0.290727;0.655084;0.995124;0;0;0;0;0;0
02.01.2016 05:30;0;0;0;0.35327;0.293807;0.300638;0.648869;0.995124;0;0;0;0;0;0
02.01.2016 05:45;0;0;0;0.338353;0.309504;0.310549;0.642654;0.995499;0;0;0;0;0;0
02.01.2016 06:00;0;0;0;0.323436;0.325201;0.32046;0.636439;0.995499;0;0;0;0;0;0
02.01.2016 06:15;0;0;0;0.306509;0.317886;0.317322;0.631954;0.995874;0;0;0;0;0;0
02.01.2016 06:30;0;0;0;0.289581;0.310571;0.314185;0.627469;0.995874;0;0;0;0;0;0
02.01.2016 06:45;0;0;0;0.272654;0.303256;0.311047;0.622984;0.995499;0;0;0;0;0;0
02.01.2016 07:00;0;0;0;0.255726;0.295941;0.307909;0.6185;0.995874;0;0;0;0;0;0
02.01.2016 07:15;0;0;0;0.25047;0.288026;0.302744;0.624958;0.995499;0;0;0;0;0;0
02.01.2016 07:30;0;0;0;0.245213;0.280112;0.297579;0.631416;0.995499;0;0;0;0;0;0
02.01.2016 07:45;0;0;0;0.239956;0.272198;0.292414;0.637874;0.995874;0;0;0;0;0;0
02.01.2016 08:00;0;0;0;0.234699;0.264283;0.287248;0.644332;0.995874;0;0;0;0;0;0
02.01.2016 08:15;0;0;0;0.239473;0.271238;0.285449;0.646625;0.994749;0.011929;0;0;0.020433;0.012572;0.007099
02.01.2016 08:30;0;0;0;0.244247;0.278193;0.28365;0.648917;0.994374;0.023858;0;0;0.040867;0.025145;0.014198
02.01.2016 08:45;0;0;0;0.249022;0.285148;0.28185;0.65121;0.994374;0.035787;0;0;0.0613;0.037717;0.021298
02.01.2016 09:00;0;0;0;0.253796;0.292103;0.280051;0.653503;0.994374;0.047716;0;0;0.081734;0.05029;0.028397
02.01.2016 09:15;0;0;0;0.264076;0.297951;0.280936;0.653926;0.994749;0.051987;0;0;0.078554;0.055028;0.036601
02.01.2016 09:30;0;0;0;0.274357;0.303799;0.281821;0.65435;0.994749;0.056258;0;0;0.075374;0.059766;0.044806
02.01.2016 09:45;0;0;0;0.284637;0.309647;0.282706;0.654774;0.994749;0.060529;0;0;0.072193;0.064504;0.05301
02.01.2016 10:00;0;0;0;0.294918;0.315495;0.28359;0.655197;0.994374;0.0648;0;0;0.069013;0.069242;0.061215
02.01.2016 10:15;0;0;0;0.289551;0.303836;0.282982;0.660763;0.994374;0.064684;0;0;0.067932;0.069807;0.061542
02.01.2016 10:30;0;0;0;0.284184;0.292177;0.282373;0.666329;0.994749;0.064568;0;0;0.06685;0.070373;0.06187
02.01.2016 10:45;0;0;0;0.278818;0.280519;0.281764;0.671895;0.994749;0.064452;0;0;0.065769;0.070938;0.062197
02.01.2016 11:00;0;0;0;0.273451;0.26886;0.281155;0.677461;0.994749;0.064336;0;0;0.064688;0.071503;0.062525
02.01.2016 11:15;0.0146176;0.0151786;0;0.261134;0.2588;0.265364;0.674687;0.994749;0.07279;0.009195;0.008958;0.07317;0.077229;0.070669
02.01.2016 11:30;0.0292353;0.0303571;0;0.248816;0.24874;0.249574;0.671912;0.994374;0.081244;0.018389;0.017916;0.081653;0.082954;0.078813
02.01.2016 11:45;0.0438529;0.0455357;0;0.236499;0.238681;0.233783;0.669138;0.994374;0.089698;0.027584;0.026874;0.090136;0.08868;0.086957
02.01.2016 12:00;0.0584705;0.0607143;0;0.224182;0.228621;0.217992;0.666363;0.994374;0.098151;0.036778;0.035833;0.098619;0.094405;0.095101
02.01.2016 12:15;0.0438529;0.0455357;0;0.218723;0.217453;0.211276;0.671609;0.994374;0.096632;0.027584;0.026874;0.096514;0.091583;0.094016
02.01.2016 12:30;0.0292353;0.0303571;0;0.213265;0.206286;0.20456;0.676854;0.994374;0.095113;0.018389;0.017916;0.094409;0.08876;0.09293
02.01.2016 12:45;0.0146176;0.0151786;0;0.207806;0.195119;0.197845;0.682099;0.994749;0.093594;0.009195;0.008958;0.092304;0.085938;0.091845
02.01.2016 13:00;0;0;0;0.202348;0.183951;0.191129;0.687344;0.994374;0.092075;0;0;0.090199;0.083116;0.090759
02.01.2016 13:15;0;0;0;0.184788;0.167281;0.171772;0.690594;0.994374;0.093823;0;0;0.089824;0.079286;0.091923
02.01.2016 13:30;0;0;0;0.167229;0.150612;0.152416;0.693844;0.993999;0.095571;0;0;0.089449;0.075456;0.093088
02.01.2016 13:45;0;0;0;0.149669;0.133942;0.133059;0.697093;0.993999;0.097319;0;0;0.089074;0.071626;0.094252
02.01.2016 14:00;0;0;0;0.13211;0.117272;0.113702;0.700343;0.994374;0.099067;0;0;0.088699;0.067796;0.095416
02.01.2016 14:15;0;0;0;0.116731;0.101222;0.105849;0.70618;0.994374;0.0743;0;0;0.066524;0.050847;0.071562
02.01.2016 14:30;0;0;0;0.101352;0.0851724;0.0979966;0.712017;0.994374;0.049534;0;0;0.044349;0.033898;0.047708
02.01.2016 14:45;0;0;0;0.0859733;0.0691227;0.0901437;0.717854;0.993999;0.024767;0;0;0.022175;0.016949;0.023854
02.01.2016 15:00;0;0;0;0.0705945;0.0530729;0.0822909;0.723691;0.993999;0;0;0;0;0;0
02.01.2016 15:15;0;0;0;0.0676799;0.0493154;0.0797897;0.721003;0.993999;0;0;0;0;0;0
02.01.2016 15:30;0;0;0;0.0647653;0.0455579;0.0772885;0.718315;0.993999;0;0;0;0;0;0
02.01.2016 15:45;0;0;0;0.0618507;0.0418004;0.0747873;0.715627;0.994374;0;0;0;0;0;0
02.01.2016 16:00;0;0;0;0.0589361;0.0380429;0.0722861;0.712939;0.994749;0;0;0;0;0;0
02.01.2016 16:15;0;0;0;0.0589721;0.0469147;0.0763046;0.713922;0.994374;0;0;0;0;0;0
02.01.2016 16:30;0;0;0;0.0590082;0.0557866;0.080323;0.714905;0.993999;0;0;0;0;0;0
02.01.2016 16:45;0;0;0;0.0590443;0.0646584;0.0843415;0.715888;0.993999;0;0;0;0;0;0
02.01.2016 17:00;0;0;0;0.0590804;0.0735302;0.08836;0.716871;0.994374;0;0;0;0;0;0
02.01.2016 17:15;0;0;0;0.0552766;0.0714803;0.0878477;0.718048;0.994374;0;0;0;0;0;0
02.01.2016 17:30;0;0;0;0.0514728;0.0694304;0.0873355;0.719225;0.993999;0;0;0;0;0;0
02.01.2016 17:45;0;0;0;0.047669;0.0673805;0.0868233;0.720401;0.994374;0;0;0;0;0;0
02.01.2016 18:00;0;0;0;0.0438652;0.0653306;0.0863111;0.721578;0.993999;0;0;0;0;0;0
02.01.2016 18:15;0;0;0;0.0440338;0.07659;0.0780869;0.723611;0.993999;0;0;0;0;0;0
02.01.2016 18:30;0;0;0;0.0442024;0.0878494;0.0698628;0.725644;0.994374;0;0;0;0;0;0
02.01.2016 18:45;0;0;0;0.044371;0.0991087;0.0616387;0.727677;0.993999;0;0;0;0;0;0
02.01.2016 19:00;0;0;0;0.0445397;0.110368;0.0534145;0.72971;0.994374;0;0;0;0;0;0
02.01.2016 19:15;0;0;0;0.0470229;0.104115;0.0597149;0.72207;0.993999;0;0;0;0;0;0
02.01.2016 19:30;0;0;0;0.0495061;0.0978617;0.0660152;0.714431;0.994374;0;0;0;0;0;0
02.01.2016 19:45;0;0;0;0.0519893;0.0916085;0.0723156;0.706791;0.994374;0;0;0;0;0;0
02.01.2016 20:00;0;0;0;0.0544725;0.0853552;0.0786159;0.699151;0.994374;0;0;0;0;0;0
02.01.2016 20:15;0;0;0;0.0542996;0.0789484;0.070551;0.698501;0.994749;0;0;0;0;0;0
02.01.2016 20:30;0;0;0;0.0541267;0.0725415;0.062486;0.697851;0.994374;0;0;0;0;0;0
02.01.2016 20:45;0;0;0;0.0539539;0.0661346;0.0544211;0.6972;0.994374;0;0;0;0;0;0
02.01.2016 21:00;0;0;0;0.053781;0.0597277;0.0463561;0.69655;0.994749;0;0;0;0;0;0
02.01.2016 21:15;0;0;0;0.0564039;0.0528347;0.0430188;0.698355;0.993999;0;0;0;0;0;0
02.01.2016 21:30;0;0;0;0.0590268;0.0459417;0.0396815;0.700159;0.993999;0;0;0;0;0;0
02.01.2016 21:45;0;0;0;0.0616498;0.0390487;0.0363443;0.701964;0.993999;0;0;0;0;0;0
02.01.2016 22:00;0;0;0;0.0642727;0.0321558;0.033007;0.703768;0.994374;0;0;0;0;0;0
02.01.2016 22:15;0;0;0;0.0640133;0.0317269;0.0387173;0.706004;0.994374;0;0;0;0;0;0
02.01.2016 22:30;0;0;0;0.0637539;0.031298;0.0444277;0.70824;0.993999;0;0;0;0;0;0
02.01.2016 22:45;0;0;0;0.0634945;0.0308692;0.0501381;0.710476;0.993999;0;0;0;0;0;0
02.01.2016 23:00;0;0;0;0.0632351;0.0304403;0.0558485;0.712713;0.993999;0;0;0;0;0;0
02.01.2016 23:15;0;0;0;0.0611242;0.0341603;0.0560062;0.720747;0.993999;0;0;0;0;0;0
02.01.2016 23:30;0;0;0;0.0590132;0.0378802;0.056164;0.728781;0.993623;0;0;0;0;0;0
02.01.2016 23:45;0;0;0;0.0569023;0.0416002;0.0563217;0.736816;0.993623;0;0;0;0;0;0
03.01.2016 00:00;0;0;0;0.0547913;0.0453202;0.0564795;0.74485;0.993999;0;0;0;0;0;0
03.01.2016 00:15;0;0;0;0.062219;0.0437571;0.0617805;0.747086;0.993999;0;0;0;0;0;0
03.01.2016 00:30;0;0;0;0.0696467;0.0421939;0.0670815;0.749321;0.993999;0;0;0;0;0;0
03.01.2016 00:45;0;0;0;0.0770743;0.0406307;0.0723824;0.751556;0.993623;0;0;0;0;0;0
03.01.2016 01:00;0;0;0;0.084502;0.0390676;0.0776834;0.753792;0.993623;0;0;0;0;0;0
03.01.2016 01:15;0;0;0;0.0848605;0.038346;0.0719262;0.758864;0.993623;0;0;0;0;0;0
03.01.2016 01:30;0;0;0;0.0852189;0.0376244;0.0661691;0.763936;0.993999;0;0;0;0;0;0
03.01.2016 01:45;0;0;0;0.0855773;0.0369029;0.0604119;0.769008;0.994374;0;0;0;0;0;0
03.01.2016 02:00;0;0;0;0.0859358;0.0361813;0.0546548;0.77408;0.993623;0;0;0;0;0;0
03.01.2016 02:15;0;0;0;0.0816044;0.0368087;0.0521085;0.771804;0.993623;0;0;0;0;0;0
03.01.2016 02:30;0;0;0;0.0772731;0.0374361;0.0495622;0.769528;0.993999;0;0;0;0;0;0
03.01.2016 02:45;0;0;0;0.0729417;0.0380635;0.0470159;0.767252;0.993623;0;0;0;0;0;0
03.01.2016 03:00;0;0;0;0.0686103;0.0386909;0.0444696;0.764976;0.993999;0;0;0;0;0;0
03.01.2016 03:15;0;0;0;0.0688582;0.0384236;0.0450676;0.767519;0.994374;0;0;0;0;0;0
03.01.2016 03:30;0;0;0;0.069106;0.0381563;0.0456656;0.770061;0.993623;0;0;0;0;0;0
03.01.2016 03:45;0;0;0;0.0693538;0.037889;0.0462635;0.772603;0.993623;0;0;0;0;0;0
03.01.2016 04:00;0;0;0;0.0696017;0.0376217;0.0468615;0.775145;0.993623;0;0;0;0;0;0
03.01.2016 04:15;0;0;0;0.0651632;0.0392512;0.042028;0.773331;0.993623;0;0;0;0;0;0
03.01.2016 04:30;0;0;0;0.0607248;0.0408807;0.0371944;0.771516;0.993248;0;0;0;0;0;0
03.01.2016 04:45;0;0;0;0.0562863;0.0425102;0.0323609;0.769702;0.993248;0;0;0;0;0;0
03.01.2016 05:00;0;0;0;0.0518479;0.0441397;0.0275273;0.767887;0.993248;0;0;0;0;0;0
03.01.2016 05:15;0;0;0;0.0537272;0.0449173;0.0313416;0.762936;0.992873;0;0;0;0;0;0
03.01.2016 05:30;0;0;0;0.0556064;0.045695;0.0351559;0.757984;0.993248;0;0;0;0;0;0
03.01.2016 05:45;0;0;0;0.0574857;0.0464726;0.0389701;0.753033;0.993248;0;0;0;0;0;0
03.01.2016 06:00;0;0;0;0.059365;0.0472503;0.0427844;0.748081;0.993248;0;0;0;0;0;0
03.01.2016 06:15;0;0;0;0.0614207;0.0486563;0.0423854;0.747353;0.993623;0;0;0;0;0;0
03.01.2016 06:30;0;0;0;0.0634764;0.0500624;0.0419864;0.746624;0.992873;0;0;0;0;0;0
03.01.2016 06:45;0;0;0;0.0655322;0.0514684;0.0415875;0.745896;0.992498;0;0;0;0;0;0
03.01.2016 07:00;0;0;0;0.0675879;0.0528745;0.0411885;0.745167;0.992498;0;0;0;0;0;0
03.01.2016 07:15;0.0150444;0;0.0143421;0.0688685;0.0634391;0.0466345;0.737321;0.992498;0;0.003065;0.007038;0;0;0
03.01.2016 07:30;0.0300887;0;0.0286841;0.0701491;0.0740036;0.0520805;0.729475;0.992498;0;0.006131;0.014076;0;0;0
03.01.2016 07:45;0.0451331;0;0.0430262;0.0714297;0.0845682;0.0575265;0.721628;0.992873;0;0.009196;0.021115;0;0;0
03.01.2016 08:00;0.0601774;0;0.0573682;0.0727103;0.0951328;0.0629725;0.713782;0.992498;0;0.012261;0.028153;0;0;0
03.01.2016 08:15;0.078112;0.0296503;0.0732399;0.0756506;0.100019;0.0654183;0.705976;0.992873;0.018559;0.032446;0.045953;0.023573;0.020629;0.017268
03.01.2016 08:30;0.0960466;0.0593006;0.0891115;0.078591;0.104904;0.0678641;0.698169;0.992498;0.037118;0.052631;0.063754;0.047146;0.041258;0.034536
03.01.2016 08:45;0.113981;0.0889509;0.104983;0.0815314;0.10979;0.0703099;0.690363;0.993248;0.055677;0.072816;0.081555;0.070719;0.061887;0.051804
03.01.2016 09:00;0.131916;0.118601;0.120855;0.0844717;0.114676;0.0727557;0.682556;0.992873;0.074236;0.093;0.099356;0.094292;0.082515;0.069072
03.01.2016 09:15;0.125839;0.114467;0.110943;0.0883867;0.118745;0.0756975;0.675452;0.992498;0.070218;0.088733;0.094331;0.087746;0.073787;0.065464
03.01.2016 09:30;0.119761;0.110333;0.101031;0.0923016;0.122813;0.0786393;0.668348;0.992873;0.0662;0.084466;0.089306;0.081199;0.065058;0.061856
03.01.2016 09:45;0.113684;0.106198;0.0911192;0.0962166;0.126882;0.0815812;0.661244;0.993248;0.062183;0.080199;0.084282;0.074652;0.05633;0.058247
03.01.2016 10:00;0.107607;0.102064;0.0812074;0.100132;0.130951;0.084523;0.654139;0.992123;0.058165;0.075932;0.079257;0.068106;0.047601;0.054639
03.01.2016 10:15;0.101393;0.097786;0.0750677;0.10572;0.143229;0.0890514;0.650912;0.992123;0.043624;0.072214;0.074912;0.051079;0.035701;0.040979
03.01.2016 10:30;0.0951779;0.0935078;0.068928;0.111309;0.155506;0.0935797;0.647684;0.992123;0.029082;0.068497;0.070568;0.034053;0.023801;0.02732
03.01.2016 10:45;0.0889633;0.0892296;0.0627883;0.116898;0.167784;0.0981081;0.644456;0.992498;0.014541;0.064779;0.066223;0.017026;0.0119;0.01366
03.01.2016 11:00;0.0827487;0.0849513;0.0566487;0.122487;0.180062;0.102636;0.641229;0.992873;0;0.061062;0.061878;0;0;0
